/root/miniconda3/lib/python3.10/site-packages/torch/cuda/__init__.py:51: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
2026-04-18 10:43:27,514 __init__.py log_once [line:227] INFO min_local_val_loss            0.0106
2026-04-18 10:43:27,514 __init__.py log_once [line:227] INFO max_local_val_loss            1.2778
2026-04-18 10:43:27,514 fedbase.py run [line:316] INFO Eval Time Cost:               1.7881s
Local Training on 4 Clients:   0%|          | 0/4 [00:00<?, ?it/s]Local Training on 4 Clients:  25%|██▌       | 1/4 [00:18<00:56, 18.86s/it]Local Training on 4 Clients:  50%|█████     | 2/4 [00:32<00:31, 15.84s/it]Local Training on 4 Clients:  75%|███████▌  | 3/4 [00:41<00:12, 12.89s/it]Local Training on 4 Clients: 100%|██████████| 4/4 [00:48<00:00, 10.52s/it]                                                                          2026-04-18 10:44:16,597 fedbase.py run [line:311] INFO --------------Round 18--------------
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO local_val_accuracy            0.8011
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO mean_local_val_accuracy       0.8147
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO std_local_val_accuracy        0.1106
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO min_local_val_accuracy        0.6786
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO max_local_val_accuracy        0.9310
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO local_val_loss                0.9761
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO mean_local_val_loss           1.2264
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO std_local_val_loss            1.0029
2026-04-18 10:44:18,447 __init__.py log_once [line:227] INFO min_local_val_loss            0.2693
2026-04-18 10:44:18,448 __init__.py log_once [line:227] INFO max_local_val_loss            2.8286
2026-04-18 10:44:18,448 fedbase.py run [line:316] INFO Eval Time Cost:               1.8506s
Local Training on 4 Clients:   0%|          | 0/4 [00:00<?, ?it/s]Local Training on 4 Clients:  25%|██▌       | 1/4 [00:19<00:57, 19.13s/it]Local Training on 4 Clients:  50%|█████     | 2/4 [00:33<00:32, 16.25s/it]Local Training on 4 Clients:  75%|███████▌  | 3/4 [00:44<00:13, 13.97s/it]Local Training on 4 Clients: 100%|██████████| 4/4 [00:51<00:00, 11.21s/it]                                                                          2026-04-18 10:45:10,306 fedbase.py run [line:311] INFO --------------Round 19--------------
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO local_val_accuracy            0.8134
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO mean_local_val_accuracy       0.8566
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO std_local_val_accuracy        0.1086
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO min_local_val_accuracy        0.6786
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO max_local_val_accuracy        0.9655
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO local_val_loss                0.7928
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO mean_local_val_loss           0.5192
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO std_local_val_loss            0.5008
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO min_local_val_loss            0.0716
2026-04-18 10:45:12,049 __init__.py log_once [line:227] INFO max_local_val_loss            1.3522
2026-04-18 10:45:12,049 fedbase.py run [line:316] INFO Eval Time Cost:               1.7435s
Local Training on 4 Clients:   0%|          | 0/4 [00:00<?, ?it/s]Local Training on 4 Clients:  25%|██▌       | 1/4 [00:18<00:56, 18.91s/it]Local Training on 4 Clients:  50%|█████     | 2/4 [00:32<00:31, 15.86s/it]Local Training on 4 Clients:  75%|███████▌  | 3/4 [00:42<00:13, 13.04s/it]Local Training on 4 Clients: 100%|██████████| 4/4 [00:49<00:00, 10.61s/it]                                                                          2026-04-18 10:46:01,485 fedbase.py run [line:311] INFO --------------Round 20--------------
2026-04-18 10:46:03,199 __init__.py log_once [line:227] INFO local_val_accuracy            0.8175
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO mean_local_val_accuracy       0.8605
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO std_local_val_accuracy        0.0956
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO min_local_val_accuracy        0.6964
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO max_local_val_accuracy        0.9333
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO local_val_loss                0.8217
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO mean_local_val_loss           0.5623
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO std_local_val_loss            0.4640
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO min_local_val_loss            0.1202
2026-04-18 10:46:03,200 __init__.py log_once [line:227] INFO max_local_val_loss            1.3309
2026-04-18 10:46:03,200 fedbase.py run [line:316] INFO Eval Time Cost:               1.7150s
2026-04-18 10:46:03,200 fedbase.py run [line:324] INFO =================End==================
2026-04-18 10:46:03,200 fedbase.py run [line:325] INFO Total Time Cost:              1036.2883s
